0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0
0,20,20,20,20,20,20,20,30,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,20,30,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,20,30,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,20,30,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,20,30,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,20,30,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,20,30,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,20,30,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,5,5,5,20,30,0,0,0,0,0,0,0,0,0,0,0
0,20,5,5,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0
0,20,5,5,20,20,20,20,20,20,20,20,30,20,20,20,20,20,20,0
0,20,5,5,5,5,0,0,0,0,0,0,30,20,0,1,1,1,20,0
0,20,5,5,5,5,0,0,0,0,0,0,30,20,0,0.5,0.5,0.5,20,0
0,20,5,5,5,5,0,0,0,0,0,0,20,20,0,0.5,0.5,0.5,20,0
0,20,6,6,5,5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,20,0
0,20,6,5.5,5,5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,20,0
0,20,6,5.5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0
0,20,6,5.5,5,5,0,0,0,0,0,0,20,20,0,0,0,0,20,0
0,20,6,5.5,5,5,0,0,0,0,0,0,30,20,0,0,0,0,20,0
0,20,6,6,5,5,0,0,0,0,0,2,30,20,0,0,0,0,20,0
0,20,5,5,5,5,1,1,0,0,0,2,30,20,0,0,0,0,20,0
0,20,5,5,5,5,1,0.5,0,0,0,2,30,20,0,0,0,0,20,0
0,20,7,7,5,5,1,0.5,0,0,0,2,30,20,0,0,0,0,20,0
0,20,7,7,5,5,1,0.5,0,0,0,2,30,20,0,0,0,0,20,0
0,20,7,7,5,5,1,0.5,0,0,0,2,30,20,0,0,0,0,20,0
0,20,5,5,5,5,1,1,0,0,0,2,30,20,0,0,0,0,20,0
0,20,5,5,5,5,0,0,0,0,0,2,30,20,20,20,0,0,20,0
0,20,5,5,5,5,0,0,0,0,0,0,30,20,20,20,0,0,20,0
0,20,5,5,5,5,0,0,0,0,0,0,30,20,0,0,0,0,20,0
0,20,5,5,5,5,0,0,0,0,0,0,30,20,0,0,0,0,20,0
0,20,5,5,5,5,0,0,0,0,0,0,30,20,0,0,0,0,20,0
0,20,5,5,5,5,0,0,0,0,0,0,30,20,0,0,0,0,20,0
0,20,5,5,5,5,0,0,0,0,0,0,30,20,1,1,1,1,20,0
0,20,5,5,5,5,4,4,3,3,2,2,30,20,0,0,0,0,20,0
0,20,5,5,5,5,4,4,3,3,2,2,30,20,0,0,0,0,20,0
0,20,5,5,5,5,4,4,3,3,2,2,30,20,0,0,0,0,20,0
0,20,20,20,20,20,20,20,20,20,20,20,30,20,20,20,20,20,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
